No.,Time,Source,Destination,Time2,Time1,Delay,Delay2,Delay1,Jitter,,,,
11322,304.048917,20.43.164.154,192.168.1.139,304.062679,304.048917,0.013762,0.019356,-0.005594,0.02495,,,,
11323,304.062679,192.168.1.139,20.43.164.154,304.082035,304.062679,0.019356,0,0.019356,-0.019356,,,,
11324,304.082035,20.43.164.154,192.168.1.139,304.082035,304.082035,0,0.017744,-0.017744,0.035488,,,,
11325,304.082035,20.43.164.154,192.168.1.139,304.099779,304.082035,0.017744,0.000862,0.016882,-0.01602,,,,
11326,304.099779,20.43.164.154,192.168.1.139,304.100641,304.099779,0.000862,0.015215,-0.014353,0.029568,,,,
11327,304.100641,192.168.1.139,20.43.164.154,304.115856,304.100641,0.015215,0.016266,-0.001051,0.017317,,,,
11328,304.115856,20.43.164.154,192.168.1.139,304.132122,304.115856,0.016266,0.013178,0.003088,0.01009,,,,
11329,304.132122,20.43.164.154,192.168.1.139,304.1453,304.132122,0.013178,0.003835,0.009343,-0.005508,,,,
11330,304.1453,192.168.1.139,20.43.164.154,304.149135,304.1453,0.003835,0.043177,-0.039342,0.082519,,,,
11331,304.149135,20.43.164.154,192.168.1.139,304.192312,304.149135,0.043177,0.009901,0.033276,-0.023375,,,,
11332,304.192312,192.168.1.139,20.43.164.154,304.202213,304.192312,0.009901,0,0.009901,-0.009901,,,,
11333,304.202213,20.43.164.154,192.168.1.139,304.202213,304.202213,0,0,0,0,,,,
11334,304.202213,20.43.164.154,192.168.1.139,304.202213,304.202213,0,0.017061,-0.017061,0.034122,,,,
11335,304.202213,20.43.164.154,192.168.1.139,304.219274,304.202213,0.017061,0.010817,0.006244,0.004573,,,,
11336,304.219274,20.43.164.154,192.168.1.139,304.230091,304.219274,0.010817,0.002216,0.008601,-0.006385,,,,
11337,304.230091,192.168.1.139,20.43.164.154,304.232307,304.230091,0.002216,0.016467,-0.014251,0.030718,,,,
11338,304.232307,20.43.164.154,192.168.1.139,304.248774,304.232307,0.016467,0.022869,-0.006402,0.029271,,,,
11339,304.248774,20.43.164.154,192.168.1.139,304.271643,304.248774,0.022869,0.001647,0.021222,-0.019575,,,,
11340,304.271643,192.168.1.139,20.43.164.154,304.27329,304.271643,0.001647,0.012876,-0.011229,0.024105,,,,
11341,304.27329,20.43.164.154,192.168.1.139,304.286166,304.27329,0.012876,0.012428,0.000448,0.01198,,,,
11342,304.286166,20.43.164.154,192.168.1.139,304.298594,304.286166,0.012428,0.006349,0.006079,0.00027,,,,
11343,304.298594,20.43.164.154,192.168.1.139,304.304943,304.298594,0.006349,0.010983,-0.004634,0.015617,,,,
11344,304.304943,192.168.1.139,20.43.164.154,304.315926,304.304943,0.010983,0.030934,-0.019951,0.050885,,,,
11345,304.315926,20.43.164.154,192.168.1.139,304.34686,304.315926,0.030934,0.004694,0.02624,-0.021546,,,,
11346,304.34686,20.43.164.154,192.168.1.139,304.351554,304.34686,0.004694,0.02021,-0.015516,0.035726,,,,
11347,304.351554,192.168.1.139,20.43.164.154,304.371764,304.351554,0.02021,0.015762,0.004448,0.011314,,,,
11348,304.371764,20.43.164.154,192.168.1.139,304.387526,304.371764,0.015762,0.037898,-0.022136,0.060034,,,,
11349,304.387526,192.168.1.139,20.43.164.154,304.425424,304.387526,0.037898,0.021629,0.016269,0.00536,,,,
11350,304.425424,192.168.1.139,20.43.164.154,304.447053,304.425424,0.021629,0,0.021629,-0.021629,,,,
11351,304.447053,20.43.164.154,192.168.1.139,304.447053,304.447053,0,0,0,0,,,,
11352,304.447053,20.43.164.154,192.168.1.139,304.447053,304.447053,0,0,0,0,,,,
11353,304.447053,20.43.164.154,192.168.1.139,304.447053,304.447053,0,0,0,0,,,,
11354,304.447053,20.43.164.154,192.168.1.139,304.447053,304.447053,0,0.018019,-0.018019,0.036038,,,,
11355,304.447053,20.43.164.154,192.168.1.139,304.465072,304.447053,0.018019,0.017309,0.00071,0.016599,,,,
11356,304.465072,192.168.1.139,20.43.164.154,304.482381,304.465072,0.017309,0.019998,-0.002689,0.022687,,,,
11357,304.482381,20.43.164.154,192.168.1.139,304.502379,304.482381,0.019998,0.006751,0.013247,-0.006496,,,,
11358,304.502379,20.43.164.154,192.168.1.139,304.50913,304.502379,0.006751,0.000259,0.006492,-0.006233,,,,
11359,304.50913,192.168.1.139,20.43.164.154,304.509389,304.50913,0.000259,0.018675,-0.018416,0.037091,,,,
11360,304.509389,192.168.1.139,20.43.164.154,304.528064,304.509389,0.018675,0.018839,-0.000164,0.019003,,,,
11361,304.528064,20.43.164.154,192.168.1.139,304.546903,304.528064,0.018839,0.0012,0.017639,-0.016439,,,,
11362,304.546903,192.168.1.139,20.43.164.154,304.548103,304.546903,0.0012,0.019983,-0.018783,0.038766,,,,
11363,304.548103,20.43.164.154,192.168.1.139,304.568086,304.548103,0.019983,0,0.019983,-0.019983,,,,
11364,304.568086,20.43.164.154,192.168.1.139,304.568086,304.568086,0,0.014433,-0.014433,0.028866,,,,
11365,304.568086,20.43.164.154,192.168.1.139,304.582519,304.568086,0.014433,0.006276,0.008157,-0.001881,,,,
11366,304.582519,20.43.164.154,192.168.1.139,304.588795,304.582519,0.006276,0.012887,-0.006611,0.019498,,,,
11367,304.588795,192.168.1.139,20.43.164.154,304.601682,304.588795,0.012887,0.016116,-0.003229,0.019345,,,,
11368,304.601682,20.43.164.154,192.168.1.139,304.617798,304.601682,0.016116,0.007633,0.008483,-0.00085,,,,
11369,304.617798,20.43.164.154,192.168.1.139,304.625431,304.617798,0.007633,0.007698,-6.50E-05,0.007763,,,,
11370,304.625431,192.168.1.139,20.43.164.154,304.633129,304.625431,0.007698,0.00458,0.003118,0.001462,,,,
11371,304.633129,20.43.164.154,192.168.1.139,304.637709,304.633129,0.00458,0.015924,-0.011344,0.027268,,,,
11372,304.637709,Fiberhom_a2:01:60,Broadcast,304.653633,304.637709,0.015924,0.013672,0.002252,0.01142,,,,
11373,304.653633,20.43.164.154,192.168.1.139,304.667305,304.653633,0.013672,0.006627,0.007045,-0.000418,,,,
11374,304.667305,20.43.164.154,192.168.1.139,304.673932,304.667305,0.006627,0.008291,-0.001664,0.009955,,,,
11375,304.673932,192.168.1.139,20.43.164.154,304.682223,304.673932,0.008291,0.01804,-0.009749,0.027789,,,,
11376,304.682223,20.43.164.154,192.168.1.139,304.700263,304.682223,0.01804,0.002212,0.015828,-0.013616,,,,
11377,304.700263,192.168.1.139,20.43.164.154,304.702475,304.700263,0.002212,0.034466,-0.032254,0.06672,,,,
11378,304.702475,20.43.164.154,192.168.1.139,304.736941,304.702475,0.034466,0,0.034466,-0.034466,,,,
11379,304.736941,20.43.164.154,192.168.1.139,304.736941,304.736941,0,0.012345,-0.012345,0.02469,,,,
11380,304.736941,20.43.164.154,192.168.1.139,304.749286,304.736941,0.012345,0.002678,0.009667,-0.006989,,,,
11381,304.749286,192.168.1.139,20.43.164.154,304.751964,304.749286,0.002678,0.000151,0.002527,-0.002376,,,,
11382,304.751964,40.90.9.180,192.168.1.139,304.752115,304.751964,0.000151,0.011876,-0.011725,0.023601,,,,
11383,304.752115,192.168.1.139,40.90.9.180,304.763991,304.752115,0.011876,0.038569,-0.026693,0.065262,,,,
11384,304.763991,20.43.164.154,192.168.1.139,304.80256,304.763991,0.038569,0.042046,-0.003477,0.045523,,,,
11385,304.80256,192.168.1.139,20.43.164.154,304.844606,304.80256,0.042046,0,0.042046,-0.042046,,,,
11386,304.844606,20.43.164.154,192.168.1.139,304.844606,304.844606,0,0,0,0,,,,
11387,304.844606,20.43.164.154,192.168.1.139,304.844606,304.844606,0,0.007359,-0.007359,0.014718,,,,
11388,304.844606,192.168.1.151,192.168.1.255,304.851965,304.844606,0.007359,0.022363,-0.015004,0.037367,,,,
11389,304.851965,192.168.1.139,20.43.164.154,304.874328,304.851965,0.022363,0,0.022363,-0.022363,,,,
11390,304.874328,20.43.164.154,192.168.1.139,304.874328,304.874328,0,0,0,0,,,,
11391,304.874328,20.43.164.154,192.168.1.139,304.874328,304.874328,0,0,0,0,,,,
11392,304.874328,20.43.164.154,192.168.1.139,304.874328,304.874328,0,0.009844,-0.009844,0.019688,,,,
11393,304.874328,20.43.164.154,192.168.1.139,304.884172,304.874328,0.009844,0.00829,0.001554,0.006736,,,,
11394,304.884172,20.43.164.154,192.168.1.139,304.892462,304.884172,0.00829,0.014256,-0.005966,0.020222,,,,
11395,304.892462,20.43.164.154,192.168.1.139,304.906718,304.892462,0.014256,0.001972,0.012284,-0.010312,,,,
11396,304.906718,20.43.164.154,192.168.1.139,304.90869,304.906718,0.001972,0.006466,-0.004494,0.01096,,,,
11397,304.90869,192.168.1.139,20.43.164.154,304.915156,304.90869,0.006466,0.01765,-0.011184,0.028834,,,,
11398,304.915156,20.43.164.154,192.168.1.139,304.932806,304.915156,0.01765,0.017494,0.000156,0.017338,,,,
11399,304.932806,20.43.164.154,192.168.1.139,304.9503,304.932806,0.017494,0.018417,-0.000923,0.01934,,,,
11400,304.9503,20.43.164.154,192.168.1.139,304.968717,304.9503,0.018417,0.001517,0.0169,-0.015383,,,,
11401,304.968717,20.43.164.154,192.168.1.139,304.970234,304.968717,0.001517,0.011647,-0.01013,0.021777,,,,
11402,304.970234,192.168.1.139,20.43.164.154,304.981881,304.970234,0.011647,0.01739,-0.005743,0.023133,,,,
11403,304.981881,20.43.164.154,192.168.1.139,304.999271,304.981881,0.01739,0.016252,0.001138,0.015114,,,,
11404,304.999271,20.43.164.154,192.168.1.139,305.015523,304.999271,0.016252,0.005483,0.010769,-0.005286,,,,
11405,305.015523,20.43.164.154,192.168.1.139,305.021006,305.015523,0.005483,0.012202,-0.006719,0.018921,,,,
11406,305.021006,192.168.1.139,20.43.164.154,305.033208,305.021006,0.012202,0.015809,-0.003607,0.019416,,,,
11407,305.033208,20.43.164.154,192.168.1.139,305.049017,305.033208,0.015809,0.024362,-0.008553,0.032915,,,,
11408,305.049017,20.43.164.154,192.168.1.139,305.073379,305.049017,0.024362,0.000125,0.024237,-0.024112,,,,
11409,305.073379,192.168.1.139,20.43.164.154,305.073504,305.073379,0.000125,0.012338,-0.012213,0.024551,,,,
11410,305.073504,20.43.164.154,192.168.1.139,305.085842,305.073504,0.012338,0.032851,-0.020513,0.053364,,,,
11411,305.085842,20.43.164.154,192.168.1.139,305.118693,305.085842,0.032851,0.007815,0.025036,-0.017221,,,,
11412,305.118693,20.43.164.154,192.168.1.139,305.126508,305.118693,0.007815,0.001506,0.006309,-0.004803,,,,
11413,305.126508,20.43.164.154,192.168.1.139,305.128014,305.126508,0.001506,0.004996,-0.00349,0.008486,,,,
11414,305.128014,192.168.1.139,20.43.164.154,305.13301,305.128014,0.004996,0.016083,-0.011087,0.02717,,,,
11415,305.13301,20.43.164.154,192.168.1.139,305.149093,305.13301,0.016083,0.019987,-0.003904,0.023891,,,,
11416,305.149093,20.43.164.154,192.168.1.139,305.16908,305.149093,0.019987,0.015862,0.004125,0.011737,,,,
11417,305.16908,20.43.164.154,192.168.1.139,305.184942,305.16908,0.015862,0.004074,0.011788,-0.007714,,,,
11418,305.184942,20.43.164.154,192.168.1.139,305.189016,305.184942,0.004074,0.00971,-0.005636,0.015346,,,,
11419,305.189016,192.168.1.139,20.43.164.154,305.198726,305.189016,0.00971,0.016596,-0.006886,0.023482,,,,
11420,305.198726,20.43.164.154,192.168.1.139,305.215322,305.198726,0.016596,0.017094,-0.000498,0.017592,,,,
11421,305.215322,20.43.164.154,192.168.1.139,305.232416,305.215322,0.017094,0.014896,0.002198,0.012698,,,,
11422,305.232416,20.43.164.154,192.168.1.139,305.247312,305.232416,0.014896,0.004021,0.010875,-0.006854,,,,
11423,305.247312,192.168.1.139,20.43.164.154,305.251333,305.247312,0.004021,0.041952,-0.037931,0.079883,,,,
11424,305.251333,20.43.164.154,192.168.1.139,305.293285,305.251333,0.041952,0.007087,0.034865,-0.027778,,,,
11425,305.293285,192.168.1.139,20.43.164.154,305.300372,305.293285,0.007087,0,0.007087,-0.007087,,,,
11426,305.300372,20.43.164.154,192.168.1.139,305.300372,305.300372,0,0,0,0,,,,
11427,305.300372,20.43.164.154,192.168.1.139,305.300372,305.300372,0,0.019952,-0.019952,0.039904,,,,
11428,305.300372,20.43.164.154,192.168.1.139,305.320324,305.300372,0.019952,0.02458,-0.004628,0.029208,,,,
11429,305.320324,20.43.164.154,192.168.1.139,305.344904,305.320324,0.02458,0.001028,0.023552,-0.022524,,,,
11430,305.344904,20.43.164.154,192.168.1.139,305.345932,305.344904,0.001028,0.00029,0.000738,-0.000448,,,,
11431,305.345932,192.168.1.139,20.43.164.154,305.346222,305.345932,0.00029,0.002725,-0.002435,0.00516,,,,
11432,305.346222,192.168.1.139,20.43.164.154,305.348947,305.346222,0.002725,0.020003,-0.017278,0.037281,,,,
11433,305.348947,20.43.164.154,192.168.1.139,305.36895,305.348947,0.020003,0.008581,0.011422,-0.002841,,,,
11434,305.36895,20.43.164.154,192.168.1.139,305.377531,305.36895,0.008581,0.016092,-0.007511,0.023603,,,,
11435,305.377531,20.43.164.154,192.168.1.139,305.393623,305.377531,0.016092,0.006358,0.009734,-0.003376,,,,
11436,305.393623,20.43.164.154,192.168.1.139,305.399981,305.393623,0.006358,0.051113,-0.044755,0.095868,,,,
11437,305.399981,192.168.1.139,20.43.164.154,305.451094,305.399981,0.051113,0.001189,0.049924,-0.048735,,,,
11438,305.451094,192.168.1.139,20.43.164.154,305.452283,305.451094,0.001189,0.000994,0.000195,0.000799,,,,
11439,305.452283,20.43.164.154,192.168.1.139,305.453277,305.452283,0.000994,0.01781,-0.016816,0.034626,,,,
11440,305.453277,20.43.164.154,192.168.1.139,305.471087,305.453277,0.01781,0,0.01781,-0.01781,,,,
11441,305.471087,20.43.164.154,192.168.1.139,305.471087,305.471087,0,0,0,0,,,,
11442,305.471087,20.43.164.154,192.168.1.139,305.471087,305.471087,0,0.019802,-0.019802,0.039604,,,,
11443,305.471087,20.43.164.154,192.168.1.139,305.490889,305.471087,0.019802,0.013346,0.006456,0.00689,,,,
11444,305.490889,20.43.164.154,192.168.1.139,305.504235,305.490889,0.013346,0.017915,-0.004569,0.022484,,,,
11445,305.504235,192.168.1.139,20.43.164.154,305.52215,305.504235,0.017915,0,0.017915,-0.017915,,,,
11446,305.52215,20.43.164.154,192.168.1.139,305.52215,305.52215,0,0.033957,-0.033957,0.067914,,,,
11447,305.52215,20.43.164.154,192.168.1.139,305.556107,305.52215,0.033957,0,0.033957,-0.033957,,,,
11448,305.556107,20.43.164.154,192.168.1.139,305.556107,305.556107,0,8.90E-05,-8.90E-05,0.000178,,,,
11449,305.556107,20.43.164.154,192.168.1.139,305.556196,305.556107,8.90E-05,0.003027,-0.002938,0.005965,,,,
11450,305.556196,192.168.1.139,20.43.164.154,305.559223,305.556196,0.003027,0.007808,-0.004781,0.012589,,,,
11451,305.559223,Fiberhom_a2:01:60,Broadcast,305.567031,305.559223,0.007808,0.016046,-0.008238,0.024284,,,,
11452,305.567031,20.43.164.154,192.168.1.139,305.583077,305.567031,0.016046,0.02603,-0.009984,0.036014,,,,
11453,305.583077,20.43.164.154,192.168.1.139,305.609107,305.583077,0.02603,0.003028,0.023002,-0.019974,,,,
11454,305.609107,192.168.1.139,20.43.164.154,305.612135,305.609107,0.003028,0.009036,-0.006008,0.015044,,,,
11455,305.612135,20.43.164.154,192.168.1.139,305.621171,305.612135,0.009036,0.001047,0.007989,-0.006942,,,,
11456,305.621171,20.43.164.154,192.168.1.139,305.622218,305.621171,0.001047,0.000246,0.000801,-0.000555,,,,
11457,305.622218,20.43.164.154,192.168.1.139,305.622464,305.622218,0.000246,0.000127,0.000119,8.00E-06,,,,
11458,305.622464,20.43.164.154,192.168.1.139,305.622591,305.622464,0.000127,0.011523,-0.011396,0.022919,,,,
11459,305.622591,20.43.164.154,192.168.1.139,305.634114,305.622591,0.011523,0.015378,-0.003855,0.019233,,,,
11460,305.634114,20.43.164.154,192.168.1.139,305.649492,305.634114,0.015378,0.009881,0.005497,0.004384,,,,
11461,305.649492,20.43.164.154,192.168.1.139,305.659373,305.649492,0.009881,0.006719,0.003162,0.003557,,,,
11462,305.659373,192.168.1.139,20.43.164.154,305.666092,305.659373,0.006719,0.030907,-0.024188,0.055095,,,,
11463,305.666092,20.43.164.154,192.168.1.139,305.696999,305.666092,0.030907,0.005178,0.025729,-0.020551,,,,
11464,305.696999,20.43.164.154,192.168.1.139,305.702177,305.696999,0.005178,0.011423,-0.006245,0.017668,,,,
11465,305.702177,20.43.164.154,192.168.1.139,305.7136,305.702177,0.011423,0.004134,0.007289,-0.003155,,,,
11466,305.7136,192.168.1.139,20.43.164.154,305.717734,305.7136,0.004134,0.015557,-0.011423,0.02698,,,,
11467,305.717734,20.43.164.154,192.168.1.139,305.733291,305.717734,0.015557,0.023415,-0.007858,0.031273,,,,
11468,305.733291,20.43.164.154,192.168.1.139,305.756706,305.733291,0.023415,0.01622,0.007195,0.009025,,,,
11469,305.756706,20.43.164.154,192.168.1.139,305.772926,305.756706,0.01622,0.047782,-0.031562,0.079344,,,,
11470,305.772926,192.168.1.139,20.43.164.154,305.820708,305.772926,0.047782,0.003545,0.044237,-0.040692,,,,
11471,305.820708,20.43.164.154,192.168.1.139,305.824253,305.820708,0.003545,0.055856,-0.052311,0.108167,,,,
11472,305.824253,192.168.1.139,20.43.164.154,305.880109,305.824253,0.055856,0.018477,0.037379,-0.018902,,,,
11473,305.880109,192.168.1.139,20.43.164.154,305.898586,305.880109,0.018477,0,0.018477,-0.018477,,,,
11474,305.898586,20.43.164.154,192.168.1.139,305.898586,305.898586,0,0,0,0,,,,
11475,305.898586,20.43.164.154,192.168.1.139,305.898586,305.898586,0,0,0,0,,,,
11476,305.898586,20.43.164.154,192.168.1.139,305.898586,305.898586,0,0,0,0,,,,
11477,305.898586,20.43.164.154,192.168.1.139,305.898586,305.898586,0,0,0,0,,,,
11478,305.898586,20.43.164.154,192.168.1.139,305.898586,305.898586,0,0.008907,-0.008907,0.017814,,,,
11479,305.898586,20.43.164.154,192.168.1.139,305.907493,305.898586,0.008907,0.021912,-0.013005,0.034917,,,,
11480,305.907493,20.43.164.154,192.168.1.139,305.929405,305.907493,0.021912,0.000175,0.021737,-0.021562,,,,
11481,305.929405,192.168.1.139,20.43.164.154,305.92958,305.929405,0.000175,0,0.000175,-0.000175,,,,
11482,305.92958,20.43.164.154,192.168.1.139,305.92958,305.92958,0,0,0,0,,,,
11483,305.92958,20.43.164.154,192.168.1.139,305.92958,305.92958,0,0.003575,-0.003575,0.00715,,,,
11484,305.92958,20.43.164.154,192.168.1.139,305.933155,305.92958,0.003575,0.042905,-0.03933,0.082235,,,,
11485,305.933155,20.43.164.154,192.168.1.139,305.97606,305.933155,0.042905,0,0.042905,-0.042905,,,,
11486,305.97606,20.43.164.154,192.168.1.139,305.97606,305.97606,0,0.014104,-0.014104,0.028208,,,,
11487,305.97606,20.43.164.154,192.168.1.139,305.990164,305.97606,0.014104,0.001194,0.01291,-0.011716,,,,
11488,305.990164,20.43.164.154,192.168.1.139,305.991358,305.990164,0.001194,0.039022,-0.037828,0.07685,,,,
11489,305.991358,192.168.1.139,20.43.164.154,306.03038,305.991358,0.039022,0.00548,0.033542,-0.028062,,,,
11490,306.03038,20.43.164.154,192.168.1.139,306.03586,306.03038,0.00548,0,0.00548,-0.00548,,,,
11491,306.03586,20.43.164.154,192.168.1.139,306.03586,306.03586,0,0.01023,-0.01023,0.02046,,,,
11492,306.03586,20.43.164.154,192.168.1.139,306.04609,306.03586,0.01023,0.00475,0.00548,-0.00073,,,,
11493,306.04609,192.168.1.139,20.43.164.154,306.05084,306.04609,0.00475,0.020503,-0.015753,0.036256,,,,
11494,306.05084,20.43.164.154,192.168.1.139,306.071343,306.05084,0.020503,0.005537,0.014966,-0.009429,,,,
11495,306.071343,Fiberhom_a2:01:60,Broadcast,306.07688,306.071343,0.005537,0.020582,-0.015045,0.035627,,,,
11496,306.07688,20.43.164.154,192.168.1.139,306.097462,306.07688,0.020582,0.003606,0.016976,-0.01337,,,,
11497,306.097462,192.168.1.139,20.43.164.154,306.101068,306.097462,0.003606,0.010894,-0.007288,0.018182,,,,
11498,306.101068,20.43.164.154,192.168.1.139,306.111962,306.101068,0.010894,0.051429,-0.040535,0.091964,,,,
11499,306.111962,20.43.164.154,192.168.1.139,306.163391,306.111962,0.051429,0.017364,0.034065,-0.016701,,,,
11500,306.163391,192.168.1.139,20.43.164.154,306.180755,306.163391,0.017364,0.000202,0.017162,-0.01696,,,,
11501,306.180755,20.43.164.154,192.168.1.139,306.180957,306.180755,0.000202,0,0.000202,-0.000202,,,,
11502,306.180957,20.43.164.154,192.168.1.139,306.180957,306.180957,0,0.00877,-0.00877,0.01754,,,,
11503,306.180957,20.43.164.154,192.168.1.139,306.189727,306.180957,0.00877,0.027601,-0.018831,0.046432,,,,
11504,306.189727,20.43.164.154,192.168.1.139,306.217328,306.189727,0.027601,0,0.027601,-0.027601,,,,
11505,306.217328,20.43.164.154,192.168.1.139,306.217328,306.217328,0,0,0,0,,,,
11506,306.217328,20.43.164.154,192.168.1.139,306.217328,306.217328,0,0.005492,-0.005492,0.010984,,,,
11507,306.217328,20.43.164.154,192.168.1.139,306.22282,306.217328,0.005492,0.012471,-0.006979,0.01945,,,,
11508,306.22282,192.168.1.139,20.43.164.154,306.235291,306.22282,0.012471,0.014591,-0.00212,0.016711,,,,
11509,306.235291,20.43.164.154,192.168.1.139,306.249882,306.235291,0.014591,0.02447,-0.009879,0.034349,,,,
11510,306.249882,20.43.164.154,192.168.1.139,306.274352,306.249882,0.02447,0.00291,0.02156,-0.01865,,,,
11511,306.274352,192.168.1.139,20.43.164.154,306.277262,306.274352,0.00291,0.005533,-0.002623,0.008156,,,,
11512,306.277262,20.43.164.154,192.168.1.139,306.282795,306.277262,0.005533,0.022893,-0.01736,0.040253,,,,
11513,306.282795,20.43.164.154,192.168.1.139,306.305688,306.282795,0.022893,0.014977,0.007916,0.007061,,,,
11514,306.305688,20.43.164.154,192.168.1.139,306.320665,306.305688,0.014977,0.010464,0.004513,0.005951,,,,
11515,306.320665,20.43.164.154,192.168.1.139,306.331129,306.320665,0.010464,0.003823,0.006641,-0.002818,,,,
11516,306.331129,192.168.1.139,20.43.164.154,306.334952,306.331129,0.003823,0.018023,-0.0142,0.032223,,,,
11517,306.334952,20.43.164.154,192.168.1.139,306.352975,306.334952,0.018023,0.016919,0.001104,0.015815,,,,
11518,306.352975,20.43.164.154,192.168.1.139,306.369894,306.352975,0.016919,0.016175,0.000744,0.015431,,,,
11519,306.369894,20.43.164.154,192.168.1.139,306.386069,306.369894,0.016175,0.005402,0.010773,-0.005371,,,,
11520,306.386069,20.43.164.154,192.168.1.139,306.391471,306.386069,0.005402,0.021367,-0.015965,0.037332,,,,
11521,306.391471,192.168.1.139,20.43.164.154,306.412838,306.391471,0.021367,0.008794,0.012573,-0.003779,,,,
11522,306.412838,20.43.164.154,192.168.1.139,306.421632,306.412838,0.008794,0.013947,-0.005153,0.0191,,,,
11523,306.421632,20.43.164.154,192.168.1.139,306.435579,306.421632,0.013947,0.011526,0.002421,0.009105,,,,
11524,306.435579,20.43.164.154,192.168.1.139,306.447105,306.435579,0.011526,0.005095,0.006431,-0.001336,,,,
11525,306.447105,192.168.1.139,20.43.164.154,306.4522,306.447105,0.005095,0.013484,-0.008389,0.021873,,,,
11526,306.4522,20.43.164.154,192.168.1.139,306.465684,306.4522,0.013484,0.031987,-0.018503,0.05049,,,,
11527,306.465684,20.43.164.154,192.168.1.139,306.497671,306.465684,0.031987,0.003435,0.028552,-0.025117,,,,
11528,306.497671,20.43.164.154,192.168.1.139,306.501106,306.497671,0.003435,0.004429,-0.000994,0.005423,,,,
11529,306.501106,20.43.164.154,192.168.1.139,306.505535,306.501106,0.004429,0.012855,-0.008426,0.021281,,,,
11530,306.505535,192.168.1.139,20.43.164.154,306.51839,306.505535,0.012855,0.014979,-0.002124,0.017103,,,,
11531,306.51839,20.43.164.154,192.168.1.139,306.533369,306.51839,0.014979,0.015494,-0.000515,0.016009,,,,
11532,306.533369,20.43.164.154,192.168.1.139,306.548863,306.533369,0.015494,0.009506,0.005988,0.003518,,,,
11533,306.548863,20.43.164.154,192.168.1.139,306.558369,306.548863,0.009506,0.008182,0.001324,0.006858,,,,
11534,306.558369,192.168.1.139,20.43.164.154,306.566551,306.558369,0.008182,0.016617,-0.008435,0.025052,,,,
11535,306.566551,20.43.164.154,192.168.1.139,306.583168,306.566551,0.016617,0.000254,0.016363,-0.016109,,,,
11536,306.583168,Fiberhom_a2:01:60,Broadcast,306.583422,306.583168,0.000254,0.028316,-0.028062,0.056378,,,,
11537,306.583422,20.43.164.154,192.168.1.139,306.611738,306.583422,0.028316,0.000267,0.028049,-0.027782,,,,
11538,306.611738,192.168.1.139,20.43.164.154,306.612005,306.611738,0.000267,0.003995,-0.003728,0.007723,,,,
11539,306.612005,20.43.164.154,192.168.1.139,306.616,306.612005,0.003995,0.017086,-0.013091,0.030177,,,,
11540,306.616,20.43.164.154,192.168.1.139,306.633086,306.616,0.017086,0.020246,-0.00316,0.023406,,,,
11541,306.633086,20.43.164.154,192.168.1.139,306.653332,306.633086,0.020246,0.012273,0.007973,0.0043,,,,
11542,306.653332,20.43.164.154,192.168.1.139,306.665605,306.653332,0.012273,0.026345,-0.014072,0.040417,,,,
11543,306.665605,192.168.1.139,20.43.164.154,306.69195,306.665605,0.026345,0.001256,0.025089,-0.023833,,,,
11544,306.69195,20.43.164.154,192.168.1.139,306.693206,306.69195,0.001256,0.026203,-0.024947,0.05115,,,,
11545,306.693206,20.43.164.154,192.168.1.139,306.719409,306.693206,0.026203,0.031803,-0.0056,0.037403,,,,
11546,306.719409,192.168.1.139,20.43.164.154,306.751212,306.719409,0.031803,0,0.031803,-0.031803,,,,
11547,306.751212,20.43.164.154,192.168.1.139,306.751212,306.751212,0,0,0,0,,,,
11548,306.751212,20.43.164.154,192.168.1.139,306.751212,306.751212,0,0,0,0,,,,
11549,306.751212,20.43.164.154,192.168.1.139,306.751212,306.751212,0,0.016453,-0.016453,0.032906,,,,
11550,306.751212,20.43.164.154,192.168.1.139,306.767665,306.751212,0.016453,0.003035,0.013418,-0.010383,,,,
11551,306.767665,20.43.164.154,192.168.1.139,306.7707,306.767665,0.003035,0.016433,-0.013398,0.029831,,,,
11552,306.7707,192.168.1.139,20.43.164.154,306.787133,306.7707,0.016433,0.011706,0.004727,0.006979,,,,
11553,306.787133,20.43.164.154,192.168.1.139,306.798839,306.787133,0.011706,0.018459,-0.006753,0.025212,,,,
11554,306.798839,20.43.164.154,192.168.1.139,306.817298,306.798839,0.018459,0.011491,0.006968,0.004523,,,,
11555,306.817298,20.43.164.154,192.168.1.139,306.828789,306.817298,0.011491,0.004693,0.006798,-0.002105,,,,
11556,306.828789,192.168.1.139,20.43.164.154,306.833482,306.828789,0.004693,0.016182,-0.011489,0.027671,,,,
11557,306.833482,20.43.164.154,192.168.1.139,306.849664,306.833482,0.016182,0.01911,-0.002928,0.022038,,,,
11558,306.849664,20.43.164.154,192.168.1.139,306.868774,306.849664,0.01911,0.012275,0.006835,0.00544,,,,
11559,306.868774,20.43.164.154,192.168.1.139,306.881049,306.868774,0.012275,0.003878,0.008397,-0.004519,,,,
11560,306.881049,192.168.1.139,20.43.164.154,306.884927,306.881049,0.003878,0.014956,-0.011078,0.026034,,,,
11561,306.884927,20.43.164.154,192.168.1.139,306.899883,306.884927,0.014956,0.017666,-0.00271,0.020376,,,,
11562,306.899883,20.43.164.154,192.168.1.139,306.917549,306.899883,0.017666,0.016582,0.001084,0.015498,,,,
11563,306.917549,20.43.164.154,192.168.1.139,306.934131,306.917549,0.016582,0.002942,0.01364,-0.010698,,,,
