No.,Time,Source,Destination,Time2,Time1,Delay,Delay2,Delay1,Jitter,,,,
35427,583.492895,34.230.206.212,192.168.1.139,583.492895,583.492895,0,0,0,0,,,,
35428,583.492895,34.230.206.212,192.168.1.139,583.492895,583.492895,0,0,0,0,,,,
35429,583.492895,34.230.206.212,192.168.1.139,583.492895,583.492895,0,0,0,0,,,,
35430,583.492895,20.43.164.154,192.168.1.139,583.492895,583.492895,0,0,0,0,,,,
35431,583.492895,20.43.164.154,192.168.1.139,583.492895,583.492895,0,0,0,0,,,,
35432,583.492895,20.43.164.154,192.168.1.139,583.492895,583.492895,0,0,0,0,,,,
35433,583.492895,34.230.206.212,192.168.1.139,583.492895,583.492895,0,0,0,0,,,,
35434,583.492895,34.230.206.212,192.168.1.139,583.492895,583.492895,0,0.000104,-0.000104,0.000208,,,,
35435,583.492895,34.230.206.212,192.168.1.139,583.492999,583.492895,0.000104,9.70E-05,7.00E-06,9.00E-05,,,,
35436,583.492999,192.168.1.139,34.230.206.212,583.493096,583.492999,9.70E-05,0.000118,-2.10E-05,0.000139,,,,
35437,583.493096,192.168.1.139,34.230.206.212,583.493214,583.493096,0.000118,0,0.000118,-0.000118,,,,
35438,583.493214,34.230.206.212,192.168.1.139,583.493214,583.493214,0,0,0,0,,,,
35439,583.493214,34.230.206.212,192.168.1.139,583.493214,583.493214,0,0,0,0,,,,
35440,583.493214,34.230.206.212,192.168.1.139,583.493214,583.493214,0,0,0,0,,,,
35441,583.493214,34.230.206.212,192.168.1.139,583.493214,583.493214,0,0,0,0,,,,
35442,583.493214,34.230.206.212,192.168.1.139,583.493214,583.493214,0,0,0,0,,,,
35443,583.493214,34.230.206.212,192.168.1.139,583.493214,583.493214,0,0,0,0,,,,
35444,583.493214,34.230.206.212,192.168.1.139,583.493214,583.493214,0,6.50E-05,-6.50E-05,0.00013,,,,
35445,583.493214,34.230.206.212,192.168.1.139,583.493279,583.493214,6.50E-05,8.30E-05,-1.80E-05,0.000101,,,,
35446,583.493279,192.168.1.139,34.230.206.212,583.493362,583.493279,8.30E-05,0,8.30E-05,-8.30E-05,,,,
35447,583.493362,34.230.206.212,192.168.1.139,583.493362,583.493362,0,0,0,0,,,,
35448,583.493362,34.230.206.212,192.168.1.139,583.493362,583.493362,0,0,0,0,,,,
35449,583.493362,34.230.206.212,192.168.1.139,583.493362,583.493362,0,0,0,0,,,,
35450,583.493362,34.230.206.212,192.168.1.139,583.493362,583.493362,0,4.20E-05,-4.20E-05,8.40E-05,,,,
35451,583.493362,20.43.164.154,192.168.1.139,583.493404,583.493362,4.20E-05,0.001065,-0.001023,0.002088,,,,
35452,583.493404,192.168.1.139,34.230.206.212,583.494469,583.493404,0.001065,0.000133,0.000932,-0.000799,,,,
35453,583.494469,192.168.1.139,20.43.164.154,583.494602,583.494469,0.000133,0.051962,-0.051829,0.103791,,,,
35454,583.494602,192.168.1.139,20.43.164.154,583.546564,583.494602,0.051962,0.117668,-0.065706,0.183374,,,,
35455,583.546564,192.168.1.139,20.43.164.154,583.664232,583.546564,0.117668,0,0.117668,-0.117668,,,,
35456,583.664232,34.236.133.17,192.168.1.139,583.664232,583.664232,0,6.50E-05,-6.50E-05,0.00013,,,,
35457,583.664232,20.43.164.154,192.168.1.139,583.664297,583.664232,6.50E-05,0.037433,-0.037368,0.074801,,,,
35458,583.664297,192.168.1.139,34.236.133.17,583.70173,583.664297,0.037433,0,0.037433,-0.037433,,,,
35459,583.70173,192.168.1.139,34.230.206.212,583.70173,583.70173,0,0.032036,-0.032036,0.064072,,,,
35460,583.70173,192.168.1.139,34.230.206.212,583.733766,583.70173,0.032036,0,0.032036,-0.032036,,,,
35461,583.733766,192.168.1.139,34.230.206.212,583.733766,583.733766,0,0.011568,-0.011568,0.023136,,,,
35462,583.733766,192.168.1.139,34.230.206.212,583.745334,583.733766,0.011568,0.010384,0.001184,0.0092,,,,
35463,583.745334,216.98.50.210,192.168.1.139,583.755718,583.745334,0.010384,0.010489,-0.000105,0.010594,,,,
35464,583.755718,34.236.133.17,192.168.1.139,583.766207,583.755718,0.010489,0,0.010489,-0.010489,,,,
35465,583.766207,192.168.1.139,34.230.206.212,583.766207,583.766207,0,0.041774,-0.041774,0.083548,,,,
35466,583.766207,192.168.1.139,34.230.206.212,583.807981,583.766207,0.041774,0.090281,-0.048507,0.138788,,,,
35467,583.807981,192.168.1.139,20.43.164.154,583.898262,583.807981,0.090281,0.002403,0.087878,-0.085475,,,,
35468,583.898262,20.43.164.154,192.168.1.139,583.900665,583.898262,0.002403,0.157978,-0.155575,0.313553,,,,
35469,583.900665,20.43.164.154,192.168.1.139,584.058643,583.900665,0.157978,0,0.157978,-0.157978,,,,
35470,584.058643,34.230.206.212,192.168.1.139,584.058643,584.058643,0,0.000163,-0.000163,0.000326,,,,
35471,584.058643,20.43.164.154,192.168.1.139,584.058806,584.058643,0.000163,0,0.000163,-0.000163,,,,
35472,584.058806,20.43.164.154,192.168.1.139,584.058806,584.058806,0,0,0,0,,,,
35473,584.058806,34.230.206.212,192.168.1.139,584.058806,584.058806,0,0.000123,-0.000123,0.000246,,,,
35474,584.058806,20.43.164.154,192.168.1.139,584.058929,584.058806,0.000123,7.80E-05,4.50E-05,3.30E-05,,,,
35475,584.058929,34.230.206.212,192.168.1.139,584.059007,584.058929,7.80E-05,2.50E-05,5.30E-05,-2.80E-05,,,,
35476,584.059007,34.230.206.212,192.168.1.139,584.059032,584.059007,2.50E-05,9.90E-05,-7.40E-05,0.000173,,,,
35477,584.059032,192.168.1.139,34.230.206.212,584.059131,584.059032,9.90E-05,0.00014,-4.10E-05,0.000181,,,,
35478,584.059131,34.230.206.212,192.168.1.139,584.059271,584.059131,0.00014,1.90E-05,0.000121,-0.000102,,,,
35479,584.059271,34.230.206.212,192.168.1.139,584.05929,584.059271,1.90E-05,0.000131,-0.000112,0.000243,,,,
35480,584.05929,192.168.1.139,34.230.206.212,584.059421,584.05929,0.000131,0.000995,-0.000864,0.001859,,,,
35481,584.059421,34.230.206.212,192.168.1.139,584.060416,584.059421,0.000995,0,0.000995,-0.000995,,,,
35482,584.060416,34.230.206.212,192.168.1.139,584.060416,584.060416,0,0,0,0,,,,
35483,584.060416,34.230.206.212,192.168.1.139,584.060416,584.060416,0,0,0,0,,,,
35484,584.060416,34.230.206.212,192.168.1.139,584.060416,584.060416,0,0,0,0,,,,
35485,584.060416,34.230.206.212,192.168.1.139,584.060416,584.060416,0,0,0,0,,,,
35486,584.060416,34.230.206.212,192.168.1.139,584.060416,584.060416,0,6.00E-05,-6.00E-05,0.00012,,,,
35487,584.060416,34.230.206.212,192.168.1.139,584.060476,584.060416,6.00E-05,9.80E-05,-3.80E-05,0.000136,,,,
35488,584.060476,192.168.1.139,34.230.206.212,584.060574,584.060476,9.80E-05,0,9.80E-05,-9.80E-05,,,,
35489,584.060574,34.230.206.212,192.168.1.139,584.060574,584.060574,0,0,0,0,,,,
35490,584.060574,34.230.206.212,192.168.1.139,584.060574,584.060574,0,4.70E-05,-4.70E-05,9.40E-05,,,,
35491,584.060574,34.230.206.212,192.168.1.139,584.060621,584.060574,4.70E-05,0.000161,-0.000114,0.000275,,,,
35492,584.060621,192.168.1.139,34.230.206.212,584.060782,584.060621,0.000161,3.30E-05,0.000128,-9.50E-05,,,,
35493,584.060782,34.230.206.212,192.168.1.139,584.060815,584.060782,3.30E-05,0.003309,-0.003276,0.006585,,,,
35494,584.060815,192.168.1.139,34.230.206.212,584.064124,584.060815,0.003309,0,0.003309,-0.003309,,,,
35495,584.064124,34.230.206.212,192.168.1.139,584.064124,584.064124,0,0,0,0,,,,
35496,584.064124,34.230.206.212,192.168.1.139,584.064124,584.064124,0,4.60E-05,-4.60E-05,9.20E-05,,,,
35497,584.064124,34.230.206.212,192.168.1.139,584.06417,584.064124,4.60E-05,0.205562,-0.205516,0.411078,,,,
35498,584.06417,192.168.1.139,34.230.206.212,584.269732,584.06417,0.205562,0,0.205562,-0.205562,,,,
35499,584.269732,192.168.1.139,34.230.206.212,584.269732,584.269732,0,9.50E-05,-9.50E-05,0.00019,,,,
35500,584.269732,192.168.1.139,34.230.206.212,584.269827,584.269732,9.50E-05,0.000308,-0.000213,0.000521,,,,
35501,584.269827,192.168.1.139,34.230.206.212,584.270135,584.269827,0.000308,0,0.000308,-0.000308,,,,
35502,584.270135,192.168.1.139,34.230.206.212,584.270135,584.270135,0,0.232277,-0.232277,0.464554,,,,
35503,584.270135,192.168.1.139,34.230.206.212,584.502412,584.270135,0.232277,0.011047,0.22123,-0.210183,,,,
35504,584.502412,192.168.1.155,224.0.0.251,584.513459,584.502412,0.011047,0,0.011047,-0.011047,,,,
35505,584.513459,20.43.164.154,192.168.1.139,584.513459,584.513459,0,0,0,0,,,,
35506,584.513459,20.43.164.154,192.168.1.139,584.513459,584.513459,0,0,0,0,,,,
35507,584.513459,20.43.164.154,192.168.1.139,584.513459,584.513459,0,0,0,0,,,,
35508,584.513459,20.43.164.154,192.168.1.139,584.513459,584.513459,0,0.001926,-0.001926,0.003852,,,,
35509,584.513459,20.43.164.154,192.168.1.139,584.515385,584.513459,0.001926,0.000219,0.001707,-0.001488,,,,
35510,584.515385,192.168.1.139,20.43.164.154,584.515604,584.515385,0.000219,6.20E-05,0.000157,-9.50E-05,,,,
35511,584.515604,192.168.1.139,20.43.164.154,584.515666,584.515604,6.20E-05,0.225621,-0.225559,0.45118,,,,
35512,584.515666,192.168.1.139,20.43.164.154,584.741287,584.515666,0.225621,0.069865,0.155756,-0.085891,,,,
35513,584.741287,192.168.1.139,34.230.206.212,584.811152,584.741287,0.069865,0.198447,-0.128582,0.327029,,,,
35514,584.811152,192.168.1.139,20.43.164.154,585.009599,584.811152,0.198447,0.189693,0.008754,0.180939,,,,
35515,585.009599,192.168.1.139,74.201.106.174,585.199292,585.009599,0.189693,0.016739,0.172954,-0.156215,,,,
35516,585.199292,192.168.1.139,34.230.206.212,585.216031,585.199292,0.016739,0.056323,-0.039584,0.095907,,,,
35517,585.216031,Fiberhom_a2:01:60,Broadcast,585.272354,585.216031,0.056323,0,0.056323,-0.056323,,,,
35518,585.272354,34.230.206.212,192.168.1.139,585.272354,585.272354,0,0,0,0,,,,
35519,585.272354,34.230.206.212,192.168.1.139,585.272354,585.272354,0,0,0,0,,,,
35520,585.272354,34.230.206.212,192.168.1.139,585.272354,585.272354,0,0,0,0,,,,
35521,585.272354,34.230.206.212,192.168.1.139,585.272354,585.272354,0,0,0,0,,,,
35522,585.272354,34.230.206.212,192.168.1.139,585.272354,585.272354,0,0,0,0,,,,
35523,585.272354,20.43.164.154,192.168.1.139,585.272354,585.272354,0,0,0,0,,,,
35524,585.272354,34.230.206.212,192.168.1.139,585.272354,585.272354,0,0,0,0,,,,
35525,585.272354,20.43.164.154,192.168.1.139,585.272354,585.272354,0,0,0,0,,,,
35526,585.272354,34.230.206.212,192.168.1.139,585.272354,585.272354,0,0,0,0,,,,
35527,585.272354,20.43.164.154,192.168.1.139,585.272354,585.272354,0,0.000245,-0.000245,0.00049,,,,
35528,585.272354,20.43.164.154,192.168.1.139,585.272599,585.272354,0.000245,0.000149,9.60E-05,5.30E-05,,,,
35529,585.272599,192.168.1.139,34.230.206.212,585.272748,585.272599,0.000149,0.000236,-8.70E-05,0.000323,,,,
35530,585.272748,192.168.1.139,34.230.206.212,585.272984,585.272748,0.000236,0,0.000236,-0.000236,,,,
35531,585.272984,74.201.106.174,192.168.1.139,585.272984,585.272984,0,0.015963,-0.015963,0.031926,,,,
35532,585.272984,74.201.106.174,192.168.1.139,585.288947,585.272984,0.015963,0.000162,0.015801,-0.015639,,,,
35533,585.288947,192.168.1.139,20.43.164.154,585.289109,585.288947,0.000162,0.036187,-0.036025,0.072212,,,,
35534,585.289109,192.168.1.139,20.43.164.154,585.325296,585.289109,0.036187,0.083018,-0.046831,0.129849,,,,
35535,585.325296,192.168.1.139,74.201.106.174,585.408314,585.325296,0.083018,0.04558,0.037438,0.008142,,,,
35536,585.408314,192.168.1.139,192.168.1.1,585.453894,585.408314,0.04558,0.097805,-0.052225,0.15003,,,,
35537,585.453894,192.168.1.139,192.168.1.1,585.551699,585.453894,0.097805,0.224127,-0.126322,0.350449,,,,
35538,585.551699,192.168.1.139,20.43.164.154,585.775826,585.551699,0.224127,0,0.224127,-0.224127,,,,
35539,585.775826,34.230.206.212,192.168.1.139,585.775826,585.775826,0,0,0,0,,,,
35540,585.775826,34.230.206.212,192.168.1.139,585.775826,585.775826,0,0,0,0,,,,
35541,585.775826,192.168.1.1,192.168.1.139,585.775826,585.775826,0,7.70E-05,-7.70E-05,0.000154,,,,
35542,585.775826,20.43.164.154,192.168.1.139,585.775903,585.775826,7.70E-05,0.007926,-0.007849,0.015775,,,,
35543,585.775903,192.168.1.139,34.230.206.212,585.783829,585.775903,0.007926,0.031361,-0.023435,0.054796,,,,
35544,585.783829,192.168.1.139,52.217.225.97,585.81519,585.783829,0.031361,0.022505,0.008856,0.013649,,,,
35545,585.81519,192.168.1.139,20.43.164.154,585.837695,585.81519,0.022505,0,0.022505,-0.022505,,,,
35546,585.837695,20.43.164.154,192.168.1.139,585.837695,585.837695,0,0,0,0,,,,
35547,585.837695,20.43.164.154,192.168.1.139,585.837695,585.837695,0,0.060989,-0.060989,0.121978,,,,
35548,585.837695,20.43.164.154,192.168.1.139,585.898684,585.837695,0.060989,0.013176,0.047813,-0.034637,,,,
35549,585.898684,20.43.164.154,192.168.1.139,585.91186,585.898684,0.013176,0.655666,-0.64249,1.298156,,,,
35550,585.91186,20.43.164.154,192.168.1.139,586.567526,585.91186,0.655666,0,0.655666,-0.655666,,,,
35551,586.567526,52.217.225.97,192.168.1.139,586.567526,586.567526,0,0,0,0,,,,
35552,586.567526,20.43.164.154,192.168.1.139,586.567526,586.567526,0,0,0,0,,,,
35553,586.567526,20.43.164.154,192.168.1.139,586.567526,586.567526,0,0.000127,-0.000127,0.000254,,,,
35554,586.567526,20.43.164.154,192.168.1.139,586.567653,586.567526,0.000127,0.000436,-0.000309,0.000745,,,,
35555,586.567653,192.168.1.139,52.217.225.97,586.568089,586.567653,0.000436,0.005219,-0.004783,0.010002,,,,
35556,586.568089,192.168.1.139,52.217.225.97,586.573308,586.568089,0.005219,7.30E-05,0.005146,-0.005073,,,,
35557,586.573308,192.168.1.139,20.43.164.154,586.573381,586.573308,7.30E-05,4.10E-05,3.20E-05,9.00E-06,,,,
35558,586.573381,192.168.1.139,20.43.164.154,586.573422,586.573381,4.10E-05,0.005652,-0.005611,0.011263,,,,
35559,586.573422,192.168.1.139,20.43.164.154,586.579074,586.573422,0.005652,0.009154,-0.003502,0.012656,,,,
35560,586.579074,20.43.164.154,192.168.1.139,586.588228,586.579074,0.009154,0.232448,-0.223294,0.455742,,,,
35561,586.588228,192.168.1.139,20.43.164.154,586.820676,586.588228,0.232448,0.023959,0.208489,-0.18453,,,,
35562,586.820676,192.168.1.139,20.43.164.154,586.844635,586.820676,0.023959,0,0.023959,-0.023959,,,,
35563,586.844635,20.43.164.154,192.168.1.139,586.844635,586.844635,0,0,0,0,,,,
35564,586.844635,52.217.225.97,192.168.1.139,586.844635,586.844635,0,0.00025,-0.00025,0.0005,,,,
35565,586.844635,52.217.225.97,192.168.1.139,586.844885,586.844635,0.00025,0,0.00025,-0.00025,,,,
35566,586.844885,52.217.225.97,192.168.1.139,586.844885,586.844885,0,0,0,0,,,,
35567,586.844885,52.217.225.97,192.168.1.139,586.844885,586.844885,0,0,0,0,,,,
35568,586.844885,52.217.225.97,192.168.1.139,586.844885,586.844885,0,0,0,0,,,,
35569,586.844885,52.217.225.97,192.168.1.139,586.844885,586.844885,0,0.000139,-0.000139,0.000278,,,,
35570,586.844885,52.217.225.97,192.168.1.139,586.845024,586.844885,0.000139,0.001613,-0.001474,0.003087,,,,
35571,586.845024,192.168.1.139,52.217.225.97,586.846637,586.845024,0.001613,0.013832,-0.012219,0.026051,,,,
35572,586.846637,192.168.1.139,52.217.225.97,586.860469,586.846637,0.013832,4.90E-05,0.013783,-0.013734,,,,
35573,586.860469,52.217.225.97,192.168.1.139,586.860518,586.860469,4.90E-05,0.02884,-0.028791,0.057631,,,,
35574,586.860518,192.168.1.139,52.217.225.97,586.889358,586.860518,0.02884,0.270395,-0.241555,0.51195,,,,
35575,586.889358,20.43.164.154,192.168.1.139,587.159753,586.889358,0.270395,0,0.270395,-0.270395,,,,
35576,587.159753,52.217.225.97,192.168.1.139,587.159753,587.159753,0,0,0,0,,,,
35577,587.159753,52.217.225.97,192.168.1.139,587.159753,587.159753,0,0,0,0,,,,
35578,587.159753,52.217.225.97,192.168.1.139,587.159753,587.159753,0,6.70E-05,-6.70E-05,0.000134,,,,
35579,587.159753,52.217.225.97,192.168.1.139,587.15982,587.159753,6.70E-05,8.30E-05,-1.60E-05,9.90E-05,,,,
35580,587.15982,192.168.1.139,52.217.225.97,587.159903,587.15982,8.30E-05,0.005916,-0.005833,0.011749,,,,
35581,587.159903,192.168.1.139,52.217.225.97,587.165819,587.159903,0.005916,0.184278,-0.178362,0.36264,,,,
35582,587.165819,192.168.1.139,52.217.225.97,587.350097,587.165819,0.184278,0,0.184278,-0.184278,,,,
35583,587.350097,52.217.225.97,192.168.1.139,587.350097,587.350097,0,0,0,0,,,,
35584,587.350097,20.43.164.154,192.168.1.139,587.350097,587.350097,0,0,0,0,,,,
35585,587.350097,20.43.164.154,192.168.1.139,587.350097,587.350097,0,7.10E-05,-7.10E-05,0.000142,,,,
35586,587.350097,20.43.164.154,192.168.1.139,587.350168,587.350097,7.10E-05,0.01193,-0.011859,0.023789,,,,
35587,587.350168,192.168.1.139,52.217.225.97,587.362098,587.350168,0.01193,8.10E-05,0.011849,-0.011768,,,,
35588,587.362098,192.168.1.139,20.43.164.154,587.362179,587.362098,8.10E-05,0.006314,-0.006233,0.012547,,,,
35589,587.362179,192.168.1.139,20.43.164.154,587.368493,587.362179,0.006314,0.125159,-0.118845,0.244004,,,,
35590,587.368493,Fiberhom_a2:01:60,Broadcast,587.493652,587.368493,0.125159,0,0.125159,-0.125159,,,,
35591,587.493652,20.43.164.154,192.168.1.139,587.493652,587.493652,0,0,0,0,,,,
35592,587.493652,20.43.164.154,192.168.1.139,587.493652,587.493652,0,0,0,0,,,,
35593,587.493652,52.217.225.97,192.168.1.139,587.493652,587.493652,0,0,0,0,,,,
35594,587.493652,20.43.164.154,192.168.1.139,587.493652,587.493652,0,0.015867,-0.015867,0.031734,,,,
35595,587.493652,20.43.164.154,192.168.1.139,587.509519,587.493652,0.015867,9.00E-05,0.015777,-0.015687,,,,
35596,587.509519,192.168.1.139,20.43.164.154,587.509609,587.509519,9.00E-05,0.008162,-0.008072,0.016234,,,,
35597,587.509609,192.168.1.139,20.43.164.154,587.517771,587.509609,0.008162,0,0.008162,-0.008162,,,,
35598,587.517771,192.168.1.139,52.217.225.97,587.517771,587.517771,0,0,0,0,,,,
35599,587.517771,192.168.1.139,52.217.225.97,587.517771,587.517771,0,0,0,0,,,,
35600,587.517771,192.168.1.139,52.217.225.97,587.517771,587.517771,0,0,0,0,,,,
35601,587.517771,192.168.1.139,52.217.225.97,587.517771,587.517771,0,0,0,0,,,,
35602,587.517771,192.168.1.139,52.217.225.97,587.517771,587.517771,0,0.015909,-0.015909,0.031818,,,,
35603,587.517771,192.168.1.139,52.217.225.97,587.53368,587.517771,0.015909,0,0.015909,-0.015909,,,,
35604,587.53368,192.168.1.139,52.217.225.97,587.53368,587.53368,0,0,0,0,,,,
35605,587.53368,192.168.1.139,52.217.225.97,587.53368,587.53368,0,0,0,0,,,,
35606,587.53368,192.168.1.139,52.217.225.97,587.53368,587.53368,0,0,0,0,,,,
35607,587.53368,192.168.1.139,52.217.225.97,587.53368,587.53368,0,0.024687,-0.024687,0.049374,,,,
35608,587.53368,192.168.1.139,52.217.225.97,587.558367,587.53368,0.024687,0.463196,-0.438509,0.901705,,,,
35609,587.558367,192.168.1.139,20.43.164.154,588.021563,587.558367,0.463196,6.50E-05,0.463131,-0.463066,,,,
35610,588.021563,192.168.1.139,20.43.164.154,588.021628,588.021563,6.50E-05,3.30E-05,3.20E-05,1.00E-06,,,,
35611,588.021628,192.168.1.139,20.43.164.154,588.021661,588.021628,3.30E-05,3.60E-05,-3.00E-06,3.90E-05,,,,
35612,588.021661,192.168.1.139,20.43.164.154,588.021697,588.021661,3.60E-05,0.000116,-8.00E-05,0.000196,,,,
35613,588.021697,192.168.1.139,20.43.164.154,588.021813,588.021697,0.000116,4.40E-05,7.20E-05,-2.80E-05,,,,
35614,588.021813,192.168.1.139,20.43.164.154,588.021857,588.021813,4.40E-05,3.90E-05,5.00E-06,3.40E-05,,,,
35615,588.021857,192.168.1.139,20.43.164.154,588.021896,588.021857,3.90E-05,3.80E-05,1.00E-06,3.70E-05,,,,
35616,588.021896,192.168.1.139,20.43.164.154,588.021934,588.021896,3.80E-05,0.045801,-0.045763,0.091564,,,,
35617,588.021934,192.168.1.139,20.43.164.154,588.067735,588.021934,0.045801,0.009239,0.036562,-0.027323,,,,
35618,588.067735,192.168.1.139,216.98.50.210,588.076974,588.067735,0.009239,0,0.009239,-0.009239,,,,
35619,588.076974,20.43.164.154,192.168.1.139,588.076974,588.076974,0,0,0,0,,,,
35620,588.076974,52.217.225.97,192.168.1.139,588.076974,588.076974,0,0,0,0,,,,
35621,588.076974,52.217.225.97,192.168.1.139,588.076974,588.076974,0,0,0,0,,,,
35622,588.076974,52.217.225.97,192.168.1.139,588.076974,588.076974,0,0,0,0,,,,
35623,588.076974,52.217.225.97,192.168.1.139,588.076974,588.076974,0,0,0,0,,,,
35624,588.076974,52.217.225.97,192.168.1.139,588.076974,588.076974,0,0,0,0,,,,
35625,588.076974,20.43.164.154,192.168.1.139,588.076974,588.076974,0,0.000142,-0.000142,0.000284,,,,
35626,588.076974,52.217.225.97,192.168.1.139,588.077116,588.076974,0.000142,0,0.000142,-0.000142,,,,
35627,588.077116,192.168.1.139,52.217.225.97,588.077116,588.077116,0,0,0,0,,,,
35628,588.077116,192.168.1.139,52.217.225.97,588.077116,588.077116,0,0,0,0,,,,
35629,588.077116,192.168.1.139,52.217.225.97,588.077116,588.077116,0,0,0,0,,,,
35630,588.077116,192.168.1.139,52.217.225.97,588.077116,588.077116,0,0,0,0,,,,
35631,588.077116,192.168.1.139,52.217.225.97,588.077116,588.077116,0,0,0,0,,,,
35632,588.077116,192.168.1.139,52.217.225.97,588.077116,588.077116,0,0,0,0,,,,
35633,588.077116,192.168.1.139,52.217.225.97,588.077116,588.077116,0,0,0,0,,,,
35634,588.077116,192.168.1.139,52.217.225.97,588.077116,588.077116,0,0,0,0,,,,
35635,588.077116,192.168.1.139,52.217.225.97,588.077116,588.077116,0,0,0,0,,,,
35636,588.077116,192.168.1.139,52.217.225.97,588.077116,588.077116,0,0,0,0,,,,
35637,588.077116,192.168.1.139,52.217.225.97,588.077116,588.077116,0,0,0,0,,,,
35638,588.077116,192.168.1.139,52.217.225.97,588.077116,588.077116,0,0,0,0,,,,
35639,588.077116,192.168.1.139,52.217.225.97,588.077116,588.077116,0,0,0,0,,,,
35640,588.077116,192.168.1.139,52.217.225.97,588.077116,588.077116,0,0,0,0,,,,
35641,588.077116,192.168.1.139,52.217.225.97,588.077116,588.077116,0,0,0,0,,,,
35642,588.077116,192.168.1.139,52.217.225.97,588.077116,588.077116,0,0,0,0,,,,
35643,588.077116,192.168.1.139,52.217.225.97,588.077116,588.077116,0,0,0,0,,,,
35644,588.077116,192.168.1.139,52.217.225.97,588.077116,588.077116,0,0,0,0,,,,
35645,588.077116,192.168.1.139,52.217.225.97,588.077116,588.077116,0,0.000174,-0.000174,0.000348,,,,
35646,588.077116,192.168.1.139,52.217.225.97,588.07729,588.077116,0.000174,0,0.000174,-0.000174,,,,
35647,588.07729,192.168.1.139,52.217.225.97,588.07729,588.07729,0,0.00014,-0.00014,0.00028,,,,
35648,588.07729,192.168.1.139,52.217.225.97,588.07743,588.07729,0.00014,0,0.00014,-0.00014,,,,
35649,588.07743,20.43.164.154,192.168.1.139,588.07743,588.07743,0,0,0,0,,,,
35650,588.07743,20.43.164.154,192.168.1.139,588.07743,588.07743,0,0,0,0,,,,
35651,588.07743,20.43.164.154,192.168.1.139,588.07743,588.07743,0,0.132708,-0.132708,0.265416,,,,
35652,588.07743,20.43.164.154,192.168.1.139,588.210138,588.07743,0.132708,0.046793,0.085915,-0.039122,,,,
35653,588.210138,192.168.1.139,192.168.1.1,588.256931,588.210138,0.046793,0.031205,0.015588,0.015617,,,,
35654,588.256931,192.168.1.139,192.168.1.1,588.288136,588.256931,0.031205,0.00028,0.030925,-0.030645,,,,
35655,588.288136,192.168.1.145,224.0.0.251,588.288416,588.288136,0.00028,0,0.00028,-0.00028,,,,
35656,588.288416,192.168.1.1,192.168.1.139,588.288416,588.288416,0,0.002186,-0.002186,0.004372,,,,
35657,588.288416,192.168.1.1,192.168.1.139,588.290602,588.288416,0.002186,0.053551,-0.051365,0.104916,,,,
35658,588.290602,192.168.1.139,35.171.148.218,588.344153,588.290602,0.053551,5.70E-05,0.053494,-0.053437,,,,
35659,588.344153,52.217.225.97,192.168.1.139,588.34421,588.344153,5.70E-05,0,5.70E-05,-5.70E-05,,,,
35660,588.34421,192.168.1.139,52.217.225.97,588.34421,588.34421,0,0.004689,-0.004689,0.009378,,,,
35661,588.34421,192.168.1.139,52.217.225.97,588.348899,588.34421,0.004689,9.20E-05,0.004597,-0.004505,,,,
35662,588.348899,52.217.225.97,192.168.1.139,588.348991,588.348899,9.20E-05,0,9.20E-05,-9.20E-05,,,,
35663,588.348991,192.168.1.139,52.217.225.97,588.348991,588.348991,0,0.000316,-0.000316,0.000632,,,,
35664,588.348991,192.168.1.139,52.217.225.97,588.349307,588.348991,0.000316,0,0.000316,-0.000316,,,,
35665,588.349307,52.217.225.97,192.168.1.139,588.349307,588.349307,0,0,0,0,,,,
35666,588.349307,52.217.225.97,192.168.1.139,588.349307,588.349307,0,0,0,0,,,,
35667,588.349307,52.217.225.97,192.168.1.139,588.349307,588.349307,0,7.00E-05,-7.00E-05,0.00014,,,,
35668,588.349307,52.217.225.97,192.168.1.139,588.349377,588.349307,7.00E-05,0,7.00E-05,-7.00E-05,,,,
35669,588.349377,192.168.1.139,52.217.225.97,588.349377,588.349377,0,0,0,0,,,,
35670,588.349377,192.168.1.139,52.217.225.97,588.349377,588.349377,0,0,0,0,,,,
35671,588.349377,192.168.1.139,52.217.225.97,588.349377,588.349377,0,0,0,0,,,,
35672,588.349377,192.168.1.139,52.217.225.97,588.349377,588.349377,0,0,0,0,,,,
35673,588.349377,192.168.1.139,52.217.225.97,588.349377,588.349377,0,0,0,0,,,,
35674,588.349377,192.168.1.139,52.217.225.97,588.349377,588.349377,0,0,0,0,,,,
35675,588.349377,192.168.1.139,52.217.225.97,588.349377,588.349377,0,0.003281,-0.003281,0.006562,,,,
35676,588.349377,192.168.1.139,52.217.225.97,588.352658,588.349377,0.003281,0,0.003281,-0.003281,,,,
35677,588.352658,52.217.225.97,192.168.1.139,588.352658,588.352658,0,0,0,0,,,,
35678,588.352658,52.217.225.97,192.168.1.139,588.352658,588.352658,0,0,0,0,,,,
35679,588.352658,52.217.225.97,192.168.1.139,588.352658,588.352658,0,7.80E-05,-7.80E-05,0.000156,,,,
35680,588.352658,52.217.225.97,192.168.1.139,588.352736,588.352658,7.80E-05,0,7.80E-05,-7.80E-05,,,,
35681,588.352736,192.168.1.139,52.217.225.97,588.352736,588.352736,0,0,0,0,,,,
35682,588.352736,192.168.1.139,52.217.225.97,588.352736,588.352736,0,0,0,0,,,,
35683,588.352736,192.168.1.139,52.217.225.97,588.352736,588.352736,0,0,0,0,,,,
